id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,label
y9sCZXsYoEk,0.0449008496521,0.108457501992,2.84296278984,0.118508645414,0.154137918738,0.258967241165,0.000502418309397,0.0369210925961,-18.5943393618,2.19027238377,0.0131146028191,0.117138920267,0.242513505723,0.152639992115,0.203315702243,0.10348074324,0.157970583734,0.165797333523,0.175873129931,0.167582529418,-0.0264284669524,0.000723656034221,0.000689876799437,0.00366508398855,0.00279235755453,0.00565202805429,0.00394840686985,0.00194829887023,0.00107506061986,0.00126788236348,0.00117793321447,0.00112417315366,0.00083752282474,0.002336165774,0.020888148594,0.0735291395615,0.292276022622,0.0399413073913,0.0340804235102,0.168769029308,0.000498769290897,0.0274027263744,2.8034886405,0.398862532941,0.467036601877,0.385957577194,0.430416301282,0.24034331418,0.28739770181,0.255945187856,0.249636306319,0.156241456451,0.156676126356,0.150860215148,0.158123657262,0.000574361534277,0.000863174347582,0.00275708366728,0.00422590067297,0.00518145213549,0.00545698128768,0.001892889997,0.00106860167402,0.0011555434647,0.00163698647657,0.00113287071567,0.000652911731036,0.00187648953233,Musics
zcyY1YO7QA0,0.0678201879665,0.00126584052887,2.39551211299,0.0756022215549,0.0658301386278,0.566593426857,0.000626663884609,0.103369726491,-23.8938684897,0.677120385699,-0.0548282518772,-0.361389645399,-0.676940500286,-0.025860972735,-0.0751335084393,0.0198947898102,-0.273922268827,0.222582298648,0.0319606705657,0.0940039380199,0.0465745780606,0.00204017272969,0.00212825502453,0.00208614051075,0.00227087161685,0.00312906532447,0.00276238898815,0.00307746353343,0.00277291090608,0.00223219460056,0.0019273991968,0.00132731025475,0.00175481285409,0.00296369342494,0.0168691281434,0.00163186704117,0.560478829917,0.0148799178768,0.0174391190705,0.275008287279,0.000295583636279,0.0305812263967,2.27369040649,0.70339591303,0.76084800537,0.48630572416,0.609603987682,0.350401043972,0.327354464739,0.332731312989,0.294136934162,0.261331059585,0.234059826798,0.192050011126,0.174471651999,0.00544434255138,0.00360593363972,0.00298095516247,0.00299307044644,0.00575582562402,0.00605474311857,0.00711848767537,0.00387199842445,0.00314782927068,0.00362346467833,0.00187139518002,0.00311012785467,0.00301159131615,News
y9zhIm_cFW0,0.0879195722667,0.0328198796557,3.31274089634,0.12972629336,0.111952639937,0.874158281588,0.000124744850755,0.134984324164,-17.8433667861,-0.176645576179,-1.15361851791,-0.361003301777,-0.417820415503,-0.175572028827,-0.359018315865,-0.241506503321,-0.261412239534,-0.188871533293,-0.184936211042,-0.0540993646148,-0.135401980408,0.00107684534077,0.00113182570148,0.00128352194868,0.00432375212626,0.000930296223801,0.000982046637968,0.00134249230758,0.000921576317556,0.00141354929577,0.00111491665136,0.00152699267467,0.00333960858315,0.00220719856028,0.0100841409772,0.00437099447221,0.0315648251968,0.00761451437601,0.00568794013211,0.143900420008,4.09983485672e-05,0.0178445296338,0.236800332088,0.221931537931,0.0581901248728,0.0649526347042,0.0525035477955,0.0814060553949,0.0775767287637,0.0735354447542,0.126553688214,0.103334583247,0.127957813492,0.100542862986,0.0566619276407,0.000989906048801,0.000792648261442,0.000934625888299,0.0133479025575,0.00144063979587,0.00163662478956,0.00365183167532,0.000954147196108,0.0023826397542,0.00119572963413,0.00121396725624,0.00328757620618,0.0035926610088,Sports
y9O5Ea0AiL0,0.0597448009163,0.0255424420153,3.13109536347,0.179137463955,0.200194086798,0.396211847101,0.000592332240452,0.0509973176262,-19.9983999481,2.19793126657,0.270249292046,0.182157370714,-0.150252292733,0.0864724876944,-0.0831565293202,0.108321571316,0.0177414394088,0.0295002438978,-0.0997148542417,0.085792565335,-0.0735089205046,0.00167677342999,0.00119412286811,0.00220833439783,0.00252002890288,0.0016568976908,0.00218759915986,0.00281833268056,0.00332919985128,0.002124922534,0.00122958014499,0.00140959795118,0.00352209248354,0.00294023722646,0.0192999285872,0.01644200177,0.213440482652,0.0367132948903,0.0281996623065,0.149117880374,0.00107322633629,0.0244947717299,1.97770719627,0.599412517289,0.629170842599,0.288633563231,0.300185374449,0.243729243184,0.232226340421,0.287007481475,0.297808708331,0.278860729001,0.276492326033,0.266194634383,0.246728483752,0.00260139865235,0.00227737060825,0.00424170880715,0.00352778452197,0.00215575156991,0.00398657029749,0.00780743435838,0.00690237164483,0.003642407722,0.00156765532237,0.00196561176226,0.00690014970519,0.00308209132704,Sports
y9SRNc9MV1Q,0.0791024537724,0.0414689029084,2.39891561268,0.164764213164,0.163413530994,0.658056771353,0.000529732042566,0.135176017602,-19.5825604023,2.40903900142,0.161789922825,-0.309424714124,-0.475720046288,0.0786348285269,-0.0336336249079,0.136723745066,0.0151268606037,0.0774979342987,-0.0532556509028,0.0804981986571,-0.073567159505,0.00279263297714,0.00227727628236,0.00499637360473,0.00549671130056,0.00711198619391,0.00603809924712,0.00505722947195,0.00384157204301,0.00345356894717,0.00318536431544,0.00223427437865,0.00263060156287,0.00515330944843,0.0332604573522,0.0334210767152,0.623154672734,0.0571981768657,0.0240598960301,0.523390898621,0.00039200828365,0.131129659707,2.15385810297,0.722631333501,0.804253723425,0.371504668892,0.429463307901,0.294649164075,0.319894322644,0.242684743605,0.23767611179,0.191733500702,0.191607374288,0.189485357407,0.194603901216,0.00377185594252,0.00330172209537,0.00659659963175,0.00679268885821,0.011266041486,0.00700417351281,0.00882178443938,0.00538317117573,0.00574570964811,0.00647715898945,0.00312838924347,0.00379394390588,0.00385627847986,Games
y9Ec5QeeuVg,0.0520206807411,0.0479425593653,2.94174059548,0.126010536545,0.143980512472,0.361682189603,0.00105653514912,0.0652861678005,-19.7893285002,1.79425142555,-0.459239870917,0.0739197478599,0.0434726618739,0.028411838767,0.079403520527,-0.0172776900635,0.0180228786496,-0.049193523894,-0.00393883165732,0.0512960569806,-0.0588605997058,0.00115802243923,0.000896424818479,0.00187177852172,0.00180617888524,0.00163517907658,0.00189841490406,0.00114120296457,0.0012848895756,0.00150277281503,0.000868453673212,0.00165611662714,0.00110360662449,0.00176833482432,0.0254349000647,0.0348416329339,0.589684346069,0.0550396189633,0.0390177711564,0.310139155259,0.00113920792911,0.0442447430313,2.59369116738,0.848743988965,1.04900099737,0.48996176548,0.398419616212,0.338045377172,0.229201446449,0.253003775793,0.280601002529,0.279077324944,0.2576427265,0.243614213939,0.245425196882,0.0032026442608,0.00180760494585,0.00284019084436,0.00274478996126,0.00352679729122,0.00463671368334,0.00200371406432,0.00174752577174,0.00276110082094,0.0016359553938,0.00256876302189,0.00162703638375,0.00185671505887,Games
3LqdT-h0wmE,0.0548635422669,0.146186533968,3.18548466777,0.142152186922,0.159507814122,0.451622228436,0.000474135742625,0.0638627568786,-17.4923681302,1.61100409076,0.640277216441,0.520647539877,0.312603178404,0.310862080148,0.0825776672475,0.108585484207,0.0499694439952,0.0422419530926,0.0242949435473,-0.0138830460916,-0.00925391980435,0.000631898236756,0.00061771717723,0.00466440363457,0.00338291566786,0.00263008277851,0.00196176973803,0.00194442160847,0.00338829494361,0.0029417745873,0.00230956704586,0.00141146208077,0.000597984930483,0.00278633932906,0.0263971535809,0.0898741668617,0.273745717217,0.017460360441,0.0155237639427,0.19261514887,0.000381317652387,0.0404256624875,1.04836578966,0.449113973586,0.33831231406,0.190495539983,0.168339926008,0.127487808453,0.160094445298,0.22211987602,0.115775949253,0.139531071257,0.134898396157,0.12671027785,0.119889913038,0.00106553963423,0.000700191700301,0.0069495672459,0.00546980982644,0.00390290176025,0.00278207300847,0.00270549893043,0.00479938117297,0.003381966802,0.00232404868263,0.00248811413993,0.000777026019328,0.00228146994034,Sports
DahMymIltAg,0.0489063204968,0.064157743219,3.11387077439,0.147754772627,0.171138666001,0.3201780171,0.000538397601573,0.046233286418,-19.0289056355,1.3951980503,-0.163335865053,0.448888723222,0.120922146042,0.409658245649,0.318682461617,0.178102032508,0.0958618563106,0.106250039632,0.221773433804,0.194363359032,0.106372128598,0.00119880056199,0.000529518935756,0.00135224311294,0.000707030429705,0.000620277488896,0.00153790800151,0.00113961781225,0.000635337659897,0.000568610864991,0.000581952215165,0.000752959642846,0.00090145774287,0.000951621280478,0.0257531246697,0.0269620294343,0.162889286557,0.0356444928406,0.0244336749642,0.203003234167,0.00044374885381,0.0319699165701,1.68727269102,0.492851167144,0.56266418207,0.417993636763,0.351630309314,0.261897940739,0.305614697664,0.273702859355,0.276004985304,0.246916141487,0.362225463439,0.356665134183,0.353294252817,0.00181878945323,0.000546272570969,0.00133196051309,0.000573378492219,0.000661055288352,0.00196336485916,0.0013781281381,0.00107713000519,0.00104697842117,0.00100355581494,0.0010485662269,0.00166967368678,0.000758315300524,Musics
DafkHhzbXB4,0.0622371061081,0.0709380323821,3.20865981355,0.142685579124,0.153377374398,0.5430724668,0.00214137329126,0.0865247298361,-19.3824370803,1.43249239668,0.491936554816,0.307662878083,0.126028230393,0.264882150307,0.109959745489,0.111866122665,-0.0038389127078,0.0579086708556,-0.1093846647,-0.0642466825192,-0.0522979025409,0.000749529202277,0.00234866750313,0.00203907266579,0.00430007737414,0.00112379998993,0.00116946938933,0.00101365405199,0.00124480474782,0.00416480892873,0.00708509124752,0.00145723208214,0.00121300197888,0.00388275503003,0.0216789834871,0.0322358362977,0.303274899108,0.0365616056669,0.0335481138768,0.212294384029,0.0201223461643,0.040074729745,6.33511601805,0.657182923814,0.409980599251,0.244387732073,0.344715215847,0.173609288577,0.172347934885,0.301141859844,0.191170608391,0.169287833792,0.185598834229,0.215352587216,0.178385278639,0.000849660091182,0.00801553043399,0.0018981061898,0.00518533880008,0.00101878222336,0.00217844767872,0.00110882632361,0.00101798053349,0.0102868058915,0.0297637126764,0.0018446677169,0.00140490151939,0.00851895599496,Musics
3LonBgnLXCc,0.0691213763323,0.0955545242908,3.23238304453,0.145535128543,0.155506638638,0.638743254357,0.000310392989497,0.108142232739,-17.8492316655,1.46860758193,0.481399877213,0.340701297146,0.135319164543,0.134274604985,0.0447319676092,0.177242715496,0.0984012315021,-0.0284004585577,-0.147260881866,0.0308696573123,-0.083854370508,0.00110450048318,0.000384180255379,0.00184119876713,0.00119759726111,0.000777344708807,0.00086627484009,0.00105342274768,0.00219286514754,0.00258955890425,0.00351000697266,0.00353047378601,0.0011799020777,0.00197556348744,0.0213284382988,0.0350783034595,0.127109618747,0.0272273849285,0.0207420717932,0.252067938891,0.000322033780843,0.0377431961472,3.1137267405,0.666559148187,0.391956205915,0.22143233389,0.191983078808,0.225079557563,0.19388488912,0.189635139323,0.265631443939,0.203072530051,0.252279844604,0.202399550211,0.178313272658,0.00107017964625,0.000416415439272,0.00167295578387,0.0016671227768,0.000622375838599,0.00128110213181,0.00131201564405,0.0027646483998,0.00456452906314,0.00434714726386,0.00345504952031,0.00121436833868,0.00158508067645,Musics
